0.04444946,-0.129238,1.233382
0.04747359,-0.09967072,1.270721
0.05035865,0.1002711,1.292934
0.08745133,0.2682307,1.284122
-0.05538087,0.03433522,1.303247
-0.1051662,-0.1121427,1.225979
-0.158378,0.01928687,1.075469
-0.1347865,0.06786146,1.062932
0.1891172,0.002889553,1.277123
0.242876,-0.1409154,1.181878
0.2172383,-0.1979411,1.031554
0.214041,-0.191491,0.8971199
-0.01975684,-0.1780316,1.224956
0.02616664,-0.4513549,1.046438
-0.1048052,-0.3307559,1.183295
-0.1457551,-0.2768341,1.156162
0.1056542,-0.1872522,1.210199
0.3710935,-0.1099021,1.197658
0.08848709,-0.296684,1.14542
0.008880287,-0.2726771,1.134328
